"","req","X","cplx","complexity","author","owner","nuc","form","procedural","location","level","textorder","dependencies","coherence","steps","steps.functional","steps.beyond","steps.mis.variations","steps.mis.main","steps.consistent","sequence.main","sequence.alt","numbering","entities","actors","actors_explicit","totalinteractions","interactions","pureinteractions","consecutive","month","lambda","s2"
"499","req547",547,"Low Complexity",1,"author8","owner2",1,"description",1,"default","Business",0,1,0.526667474769056,6,6,0,2,1,0,1,1,1,1,0,0,6,6,4,6,2024-12-01,60,47
"500","req548",548,"High Complexity",3,"author21","owner8",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-10-01,130,136
"501","req549",549,"Medium Complexity",2,"author5","owner3",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-05-01,95,85
"502","req55",55,"Low Complexity",1,"author27","owner9",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-10-01,60,63
"503","req550",550,"High Complexity",3,"author6","owner7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-01,115,127
"504","req551",551,"High Complexity",3,"author21","owner7",2,"description",1,"Solution Proposal","System",0.5,0.5,0.736121786059812,6.5,5.5,1,0.5,0,2,1,1,1,0,0,0,17,8.5,2.5,5,2020-09-01,135,126
"505","req552",552,"High Complexity",3,"author27","owner3",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-02-01,120,128
"506","req553",553,"High Complexity",3,"author4","owner4",1,"description",1,"Solution Proposal","(no level)",1,1,0.955908191623166,9,7,3,1,1,0,1,1,1,1,1,1,9,9,3,6,2022-02-01,150,152
"507","req554",554,"Medium Complexity",2,"author15","owner8",1,"description",1,"Business Requirements","(no level)",1,1,0.587423531338573,8,8,1,3,1,0,1,1,1,0,0,0,10,10,6,7,2020-09-01,100,104
"508","req555",555,"Low Complexity",1,"author17","owner4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-01,55,50
"509","req556",556,"High Complexity",3,"author15","owner1",2,"description",1,"Solution Proposal","(no level)",1,0.5,0.387379315099679,7,5.5,3,2.5,0,1,0.5,1,1,2,2,0,19,9.5,5.5,5,2023-09-01,155,148
"510","req557",557,"Low Complexity",1,"author7","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-01,55,48
"511","req558",558,"Medium Complexity",2,"author23","owner4",2,"description",1,"Business Background","(no level)",1,1,0.615692400722765,7.5,6,0,0,0,0.5,1,1,1,1.5,0.5,0,18,9,2,5.5,2022-05-01,95,93
"512","req559",559,"Low Complexity",1,"author8","owner9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-01,55,51
"513","req56",56,"High Complexity",3,"author5","owner6",1,"description",1,"Business Requirements","(no level)",1,1,0.0886981810908765,7,4,0,2,0,0,1,1,1,2,0,0,6,6,1,5,2022-01-01,120,129
"514","req560",560,"High Complexity",3,"author10","owner10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-01,115,117
"515","req561",561,"Low Complexity",1,"author20","owner7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-01,55,56
"516","req562",562,"Low Complexity",1,"author1","owner10",4,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-05-01,75,76
"517","req563",563,"High Complexity",3,"author24","owner9",3,"description",1,"default","Business",1,0.666666666666667,0.786911032084997,9,7.33333333333333,0.333333333333333,1.66666666666667,0.333333333333333,0.666666666666667,1,1,1,1,0.333333333333333,0.333333333333333,33,11,4,6.33333333333333,2021-08-01,133.333333333333,125
"518","req564",564,"Low Complexity",1,"author9","owner3",2,"description",1,"Business Background","User",1,1,0.481215366045945,6,5,0.5,1.5,0,1,1,1,1,1.5,0.5,0,13,6.5,1.5,3,2021-07-01,70,71
"519","req565",565,"Medium Complexity",2,"author5","owner6",3,"description",1,"Solution Proposal","System",1,1,0.348249283231174,6.66666666666667,5.66666666666667,1.66666666666667,0.666666666666667,1,1.33333333333333,1,1,1,1.33333333333333,0.666666666666667,0,22,7.33333333333333,2.33333333333333,4,2022-01-01,116.666666666667,95
"520","req566",566,"Medium Complexity",2,"author13","owner10",1,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-03-01,90,85
"521","req567",567,"High Complexity",3,"author10","owner6",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-06-01,125,140
"522","req568",568,"Medium Complexity",2,"author30","owner3",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-12-01,90,79
"523","req569",569,"Medium Complexity",2,"author5","owner10",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-08-01,90,92
"524","req57",57,"Low Complexity",1,"author5","owner5",2,"description",1,"Business Background","(no level)",1,1,0.409906404325739,8,6.5,0.5,0.5,2,1,0.5,1,1,0.5,0,0,24,12,6,7,2022-02-01,70,91
"525","req570",570,"Low Complexity",1,"author16","owner8",1,"description",1,"Business Requirements","(no level)",1,1,0.662350005004555,10,8,1,2,0,1,1,1,1,0,0,0,11,11,7,6,2021-11-01,70,65
"526","req571",571,"Low Complexity",1,"author8","owner9",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-07-01,60,69
"527","req572",572,"Medium Complexity",2,"author11","owner3",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-09-01,100,97
"528","req573",573,"High Complexity",3,"author4","owner7",2,"description",1,"Solution Proposal","(no level)",1,1,0.325332764652558,7.5,7,1.5,1,1.5,1.5,1,1,1,0.5,0.5,0,18,9,3.5,6,2023-05-01,140,140
"529","req574",574,"High Complexity",3,"author27","owner8",1,"description",1,"Business Requirements","System",1,1,0.110893010161817,8,6,1,0,0,1,1,1,1,2,1,0,10,10,3,5,2020-10-01,130,124
"530","req575",575,"Low Complexity",1,"author18","owner5",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-12-01,60,69
"531","req576",576,"Low Complexity",1,"author24","owner8",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-08-01,60,64
"532","req577",577,"Low Complexity",1,"author16","owner6",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-10-01,60,51
"533","req578",578,"Low Complexity",1,"author5","owner3",1,"description",1,"Business Background","System",1,1,0.395356597146019,3,3,0,1,0,1,1,1,1,0,0,0,4,4,0,2,2023-01-01,60,61
"534","req579",579,"High Complexity",3,"author11","owner10",1,"description",1,"Business Requirements","User",1,1,0.821451551746577,11,7,0,2,1,1,1,1,1,1,1,1,15,15,8,9,2022-11-01,120,101
"535","req58",58,"High Complexity",3,"author26","owner6",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-04-01,125,125
"536","req580",580,"High Complexity",3,"author28","owner3",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-02-01,130,140
"537","req581",581,"High Complexity",3,"author13","owner7",4,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-10-01,135,112
"538","req582",582,"Low Complexity",1,"author25","owner1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-04-01,60,68
"539","req583",583,"High Complexity",3,"author23","owner9",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-12-01,120,100
"540","req584",584,"High Complexity",3,"author21","owner8",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-12-01,125,109
"541","req585",585,"Medium Complexity",2,"author5","owner8",2,"description",1,"Business Background","User",1,1,0.806115914718248,8,5,0,2,0.5,0,1,0.5,1,1,0,0,17,8.5,1.5,5,2024-08-01,95,89
"542","req586",586,"Medium Complexity",2,"author14","owner7",3,"description",1,"Business Requirements","(no level)",0.666666666666667,0.666666666666667,0.385994532067949,6.66666666666667,6,0.333333333333333,0.666666666666667,1,0.666666666666667,1,1,1,1,0.333333333333333,0,23,7.66666666666667,2,5.66666666666667,2023-03-01,103.333333333333,103
"543","req587",587,"Low Complexity",1,"author29","owner8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-01,55,48
"544","req588",588,"Low Complexity",1,"author2","owner8",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-08-01,60,71
"545","req589",589,"Medium Complexity",2,"author11","owner9",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-08-01,95,86
"546","req59",59,"Medium Complexity",2,"author11","owner5",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-11-01,95,100
"547","req590",590,"High Complexity",3,"author23","owner2",3,"description",1,"default","User",1,0.666666666666667,0.366326492745429,7.33333333333333,5.33333333333333,0,1.33333333333333,1,0,1,1,1,1,0.333333333333333,0,30,10,3.66666666666667,5,2024-07-01,130,133
"548","req591",591,"High Complexity",3,"author7","owner5",1,"description",1,"Solution Proposal","User",1,1,0.500019648112357,7,4,1,1,0,1,1,1,1,0,0,0,7,7,1,3,2022-06-01,130,119
"549","req592",592,"Low Complexity",1,"author20","owner3",3,"description",1,"Business Requirements","User",1,1,0.33433626863795,4.66666666666667,4,0.666666666666667,1.33333333333333,0,0,1,1,1,1,0.666666666666667,0.333333333333333,19,6.33333333333333,2.66666666666667,3.66666666666667,2024-06-01,76.6666666666667,85
"550","req593",593,"High Complexity",3,"author15","owner2",2,"description",1,"default","System",1,0.5,0.755316742579452,8,5.5,2,0.5,0.5,1,1,1,1,0,0,0,16,8,2,6,2022-07-01,145,150
"551","req594",594,"Medium Complexity",2,"author30","owner5",1,"description",1,"Solution Proposal","Business",1,1,0.465178339509293,5,4,0,0,1,2,1,1,1,1,0,0,6,6,1,2,2023-08-01,90,93
"552","req595",595,"Medium Complexity",2,"author5","owner5",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-01-01,95,104
"553","req596",596,"Low Complexity",1,"author19","owner4",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-05-01,65,49
"554","req597",597,"Low Complexity",1,"author2","owner2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-04-01,60,67
"555","req598",598,"High Complexity",3,"author24","owner6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-01-01,115,126
"556","req599",599,"High Complexity",3,"author28","owner9",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-07-01,120,110
"557","req6",6,"Medium Complexity",2,"author18","owner8",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-11-01,100,81
"558","req60",60,"Low Complexity",1,"author28","owner6",2,"description",1,"Solution Proposal","Business",1,1,0.240754157304764,5.5,4.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0,10,5,2,3.5,2022-01-01,70,75
"559","req600",600,"High Complexity",3,"author11","owner10",2,"description",1,"Business Background","Business",1,1,0.639394331956282,7.5,5.5,0,0.5,2.5,0,1,1,0.5,0.5,0.5,0.5,16,8,3,6,2021-07-01,125,124
"560","req601",601,"Medium Complexity",2,"author26","owner8",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-09-01,95,103
"561","req602",602,"Medium Complexity",2,"author25","owner2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-01,85,64
"562","req603",603,"Low Complexity",1,"author9","owner1",2,"description",1,"Solution Proposal","User",1,1,0.605389567906969,8,5.5,0.5,1,0,2,1,1,1,1,1,1,18,9,4,6.5,2023-02-01,70,75
"563","req604",604,"Medium Complexity",2,"author13","owner2",1,"description",1,"Business Requirements","User",0,1,0.25192691734992,7,5,0,1,1,1,1,1,1,0,0,0,7,7,4,4,2024-03-01,90,82
"564","req605",605,"Medium Complexity",2,"author18","owner9",1,"description",1,"Business Background","(no level)",1,1,0.17858449020423,7,6,0,2,1,1,1,1,1,1,1,0,9,9,3,6,2024-12-01,90,81
"565","req606",606,"Medium Complexity",2,"author28","owner6",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-05-01,100,77
"566","req607",607,"Medium Complexity",2,"author28","owner5",1,"description",1,"Solution Proposal","Business",0,1,0.924771321704611,8,7,3,1,0,1,1,1,1,1,1,0,11,11,4,5,2020-02-01,120,113
"567","req608",608,"High Complexity",3,"author6","owner9",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-03-01,120,107
"568","req609",609,"High Complexity",3,"author17","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-01,115,97
"569","req61",61,"Medium Complexity",2,"author3","owner5",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-08-01,95,81
"570","req610",610,"Medium Complexity",2,"author17","owner9",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-08-01,95,92
"571","req611",611,"High Complexity",3,"author29","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-01,115,95
"572","req612",612,"Medium Complexity",2,"author23","owner6",2,"description",1,"Business Background","System",1,1,0.529838706250302,7,4.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,15,7.5,3,3,2023-10-01,100,101
"573","req613",613,"Low Complexity",1,"author14","owner9",1,"description",1,"Solution Proposal","User",1,1,0.718068051384762,7,6,3,2,0,0,1,1,1,2,0,0,6,6,2,2,2020-05-01,90,89
"574","req614",614,"Medium Complexity",2,"author23","owner3",1,"description",1,"default","(no level)",1,1,0.856149963103235,7,4,0,2,0,0,1,1,1,1,0,0,10,10,4,5,2022-06-01,90,69
"575","req615",615,"Medium Complexity",2,"author23","owner10",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-02-01,95,86
"576","req616",616,"Low Complexity",1,"author22","owner9",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-10-01,60,66
"577","req617",617,"High Complexity",3,"author25","owner6",2,"description",1,"Business Background","System",1,1,0.267186592682265,10,7,2,2,0.5,1,1,1,1,0,0,0,24,12,3.5,7,2021-01-01,145,140
"578","req618",618,"Low Complexity",1,"author15","owner6",1,"description",1,"Business Requirements","(no level)",1,1,0.283122711349279,4,3,1,1,1,0,1,0,1,0,0,0,5,5,3,2,2023-07-01,70,63
"579","req619",619,"Medium Complexity",2,"author19","owner5",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-06-01,95,96
"580","req62",62,"Low Complexity",1,"author2","owner8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-01,55,50
"581","req620",620,"Low Complexity",1,"author3","owner5",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-05-01,65,81
"582","req621",621,"Medium Complexity",2,"author7","owner7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-01,85,76
"583","req622",622,"Medium Complexity",2,"author26","owner1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-07-01,95,98
"584","req623",623,"High Complexity",3,"author15","owner7",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-09-01,120,113
"585","req624",624,"Medium Complexity",2,"author14","owner8",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-03-01,95,80
"586","req625",625,"High Complexity",3,"author25","owner8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-01,115,105
"587","req626",626,"Low Complexity",1,"author7","owner1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-11-01,60,61
"588","req627",627,"Medium Complexity",2,"author21","owner3",1,"description",1,"default","User",1,1,0.0453323149122298,8,7,1,2,0,0,1,1,1,1,1,0,8,8,3,4,2020-05-01,100,113
"589","req628",628,"High Complexity",3,"author5","owner6",3,"description",1,"Business Requirements","(no level)",1,1,0.458384627786776,8.66666666666667,6.33333333333333,1,1.66666666666667,0,0,1,0.666666666666667,1,1,0.666666666666667,0,37,12.3333333333333,6.66666666666667,6.66666666666667,2023-10-01,140,142
"590","req629",629,"High Complexity",3,"author8","owner2",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-05-01,125,135
"591","req63",63,"High Complexity",3,"author27","owner2",3,"description",1,"Business Background","User",0.666666666666667,1,0.647510230230788,6,5,1.33333333333333,1,0.666666666666667,0,1,1,1,1.66666666666667,0.666666666666667,0,17,5.66666666666667,3,2.66666666666667,2022-06-01,143.333333333333,140
"592","req630",630,"High Complexity",3,"author11","owner8",2,"description",1,"Business Requirements","User",1,1,0.646654035313986,9,8,0,0.5,1,1.5,1,1,1,0,0,0,14,7,1.5,4.5,2024-01-01,125,140
"593","req631",631,"High Complexity",3,"author2","owner1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-11-01,125,137
"594","req632",632,"Medium Complexity",2,"author1","owner9",3,"description",1,"Business Requirements","User",1,1,0.495988187923407,6.66666666666667,5,0.333333333333333,1,0.333333333333333,0,1,1,1,2,0.333333333333333,0,29,9.66666666666667,3.66666666666667,6,2024-08-01,103.333333333333,102
"595","req633",633,"Low Complexity",1,"author24","owner4",3,"description",1,"Business Background","System",1,0.666666666666667,0.216114660724998,5.33333333333333,3.33333333333333,0.333333333333333,1,0.333333333333333,0.666666666666667,1,1,1,1,0.333333333333333,0.333333333333333,19,6.33333333333333,2.66666666666667,3,2022-03-01,73.3333333333333,72
"596","req634",634,"High Complexity",3,"author9","owner8",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-05-01,120,120
"597","req635",635,"Medium Complexity",2,"author29","owner4",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-02-01,100,100
"598","req636",636,"High Complexity",3,"author22","owner7",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-04-01,120,131
"599","req637",637,"Medium Complexity",2,"author22","owner7",1,"description",1,"Solution Proposal","(no level)",1,1,0.0132643808610737,6,3,1,1,0,1,1,1,1,2,1,1,8,8,4,4,2022-07-01,100,102
"600","req638",638,"High Complexity",3,"author14","owner1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-04-01,120,108
"601","req639",639,"Medium Complexity",2,"author13","owner5",1,"description",1,"Solution Proposal","(no level)",0,1,0.952828876441345,8,7,4,2,0,0,1,1,1,0,0,0,11,11,3,8,2022-02-01,130,133
"602","req64",64,"Low Complexity",1,"author16","owner10",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-01-01,70,65
"603","req640",640,"High Complexity",3,"author24","owner4",1,"description",1,"Business Requirements","System",1,1,0.600212126271799,10,9,2,0,1,1,1,1,1,0,0,0,10,10,0,6,2022-01-01,140,145
"604","req641",641,"Low Complexity",1,"author10","owner2",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-02-01,65,61
"605","req642",642,"Low Complexity",1,"author17","owner4",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-11-01,65,61
"606","req643",643,"Medium Complexity",2,"author27","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-01,85,87
"607","req644",644,"Low Complexity",1,"author8","owner9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-01,55,69
"608","req645",645,"Medium Complexity",2,"author19","owner5",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-08-01,95,100
"609","req646",646,"Low Complexity",1,"author24","owner10",3,"description",1,"Business Background","(no level)",1,1,0.438573656448474,6.33333333333333,5,0.666666666666667,2,0,0.666666666666667,1,1,1,0.666666666666667,0,0,22,7.33333333333333,2.33333333333333,4.33333333333333,2024-02-01,76.6666666666667,65
"610","req647",647,"High Complexity",3,"author24","owner9",2,"description",1,"Solution Proposal","System",1,1,0.928245397633873,9,7,3,2.5,1.5,1,1,1,1,0,0,0,18,9,2,7,2022-08-01,155,147
"611","req648",648,"High Complexity",3,"author1","owner7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-01,115,102
"612","req649",649,"Medium Complexity",2,"author17","owner7",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-10-01,90,86
"613","req65",65,"High Complexity",3,"author19","owner5",2,"description",1,"default","Business",0.5,1,0.49884830613155,11,9.5,0,1.5,1,1.5,1,1,1,1.5,0.5,0,34,17,9,8,2021-06-01,125,121
"614","req650",650,"Medium Complexity",2,"author11","owner1",3,"description",1,"Business Requirements","System",1,1,0.486904617554198,7,4.66666666666667,1,1.33333333333333,1,0.333333333333333,1,0.666666666666667,1,0.333333333333333,0,0,19,6.33333333333333,1.33333333333333,3.33333333333333,2021-09-01,110,112
"615","req651",651,"High Complexity",3,"author26","owner8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-01,115,108
"616","req652",652,"Low Complexity",1,"author4","owner5",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-03-01,65,60
"617","req653",653,"Medium Complexity",2,"author22","owner2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-08-01,95,105
"618","req654",654,"High Complexity",3,"author5","owner4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,115,120
"619","req655",655,"Medium Complexity",2,"author19","owner5",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-04-01,90,95
"620","req656",656,"Low Complexity",1,"author29","owner7",2,"description",1,"Business Background","Business",1,1,0.539639341761358,6.5,4.5,0.5,1,0.5,1,1,1,1,1,0.5,0,17,8.5,3.5,5,2021-04-01,70,87
"621","req657",657,"Low Complexity",1,"author17","owner5",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-11-01,65,68
"622","req658",658,"High Complexity",3,"author28","owner1",2,"description",1,"Solution Proposal","System",1,1,0.311927597038448,11,8.5,1.5,1.5,0,0,0.5,1,1,0.5,0,0,26,13,5.5,7.5,2020-12-01,140,133
"623","req659",659,"Low Complexity",1,"author22","owner4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-01,55,45
