"","req","ucid","complexity","Form","Procedural","Fields","Location","Level","Text.Order","Dependencies","Coherent","Steps","Functional.Steps","Whitebox.Steps","Misplaced.Variations","Misplaced.Main","Sequence.Main","Sequence.Alt","Numbering","Consistent.Grammar","entities","actors","actors.explicit","interactions","pureinteractions","consecutive"
"136","req177","uc2",3,"description",FALSE,"title; main scenario; extensions; assumptions; preconditions; dependencies; additional information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","req178","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","req178","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","req179","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","req179","uc2",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","req18","uc1",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","req18","uc2",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","req181","uc1",1,"description",TRUE,"title; main scenario; solution hints; extensions; dependencies","Business Requirements","User",TRUE,TRUE,0.281671973876655,6,5,0,2,0,TRUE,TRUE,TRUE,0,2,0,0,8,0,6
"144","req183","uc1",1,"description",TRUE,"title; main scenario; postconditions; solution hints; revision history; preconditions; dependencies","Business Requirements","Business",TRUE,TRUE,0.268280932446942,5,5,1,2,0,TRUE,TRUE,TRUE,0,0,0,0,7,4,5
"145","req184","uc1",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","req185","uc1",1,"description",TRUE,"title; main scenario; postconditions; level; assumptions; limitations; actor; solution hints","Solution Proposal","System",TRUE,TRUE,0.729294879827648,5,4,0,0,0,TRUE,TRUE,TRUE,0,3,0,0,4,1,3
"147","req185","uc2",1,"description",TRUE,"title; main scenario; postconditions; level; assumptions; limitations; actor; solution hints","Business Requirements","System",TRUE,TRUE,0.329634779132903,5,4,0,0,2,FALSE,TRUE,TRUE,1,2,1,0,5,3,4
"148","req186","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","req186","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","req186","uc3",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","req187","uc1",2,"description",TRUE,"title; main scenario; preconditions; extensions; additional information; limitations; solution hints","Business Background","Business",TRUE,TRUE,0.0648834162857383,7,6,1,2,2,TRUE,TRUE,TRUE,1,1,1,1,10,5,6
"152","req187","uc2",2,"description",TRUE,"title; main scenario; preconditions; extensions; additional information; limitations; solution hints","Solution Proposal","Business",TRUE,TRUE,0.613691643578932,9,8,2,2,2,TRUE,TRUE,TRUE,0,2,1,0,13,8,8
"153","req187","uc3",2,"description",TRUE,"title; main scenario; preconditions; extensions; additional information; limitations; solution hints","default","(no level)",TRUE,TRUE,0.869126993697137,7,4,0,2,0,TRUE,TRUE,TRUE,0,0,0,0,8,1,6
"154","req188","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","req189","uc1",3,"description",TRUE,"title; main scenario; dependencies; postconditions; assumptions; actor; extensions; additional information","Business Background","Business",TRUE,TRUE,0.434750668006018,7,6,1,0,2,TRUE,TRUE,TRUE,0,0,0,0,5,0,1
"156","req19","uc1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","req19","uc2",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","req190","uc1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","req190","uc2",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","req191","uc1",1,"description",TRUE,"title; main scenario; limitations; solution hints; extensions","default","(no level)",TRUE,TRUE,0.686321244575083,6,5,1,2,0,TRUE,TRUE,TRUE,2,0,0,0,9,4,5
"161","req191","uc2",1,"description",TRUE,"title; main scenario; limitations; solution hints; extensions","Solution Proposal","Business",TRUE,TRUE,0.0312444686423987,5,4,2,2,1,TRUE,TRUE,TRUE,0,1,0,0,5,3,3
"162","req191","uc3",1,"description",TRUE,"title; main scenario; limitations; solution hints; extensions","default","System",FALSE,TRUE,0.100001779850572,6,6,2,2,0,TRUE,TRUE,TRUE,2,0,0,0,9,2,4
"163","req193","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","req194","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","req194","uc2",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","req195","uc1",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","req196","uc1",1,"description",TRUE,"title; main scenario; extensions; preconditions; limitations; actor; additional information","Business Requirements","System",TRUE,TRUE,0.701461107702926,7,7,1,2,0,TRUE,TRUE,TRUE,0,1,1,0,9,4,5
"168","req196","uc2",1,"description",TRUE,"title; main scenario; extensions; preconditions; limitations; actor; additional information","Solution Proposal","(no level)",TRUE,TRUE,0.994131482206285,3,2,0,0,1,TRUE,TRUE,TRUE,0,0,0,0,4,1,3
"169","req197","uc1",3,"description",TRUE,"title; main scenario; extensions; postconditions; solution hints","default","User",TRUE,TRUE,0.409344926010817,9,7,1,2,0,TRUE,TRUE,TRUE,1,0,0,0,8,2,7
"170","req198","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","req199","uc1",1,"description",TRUE,"title; main scenario; dependencies; actor; postconditions; solution hints; extensions; level","default","(no level)",TRUE,TRUE,0.882796907564625,5,4,0,3,0,TRUE,TRUE,TRUE,1,1,1,0,8,6,3
"172","req199","uc2",1,"description",TRUE,"title; main scenario; dependencies; actor; postconditions; solution hints; extensions; level","Solution Proposal","Business",FALSE,TRUE,0.127279206411913,6,6,4,0,0,TRUE,TRUE,TRUE,0,0,0,0,7,1,3
"173","req2","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","req20","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","req201","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","req201","uc2",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","req202","uc1",2,"description",FALSE,"title; main scenario; level; actor; limitations; assumptions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","req202","uc2",2,"description",FALSE,"title; main scenario; level; actor; limitations; assumptions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","req203","uc1",3,"description",TRUE,"title; main scenario; revision history; extensions; postconditions; level; assumptions; actor","default","User",TRUE,TRUE,0.0787863663863391,11,10,2,3,0,TRUE,TRUE,TRUE,2,1,1,0,13,8,5
"180","req203","uc2",3,"description",TRUE,"title; main scenario; revision history; extensions; postconditions; level; assumptions; actor","Business Requirements","Business",TRUE,TRUE,0.540388687280938,7,6,0,2,1,TRUE,TRUE,TRUE,1,1,1,0,5,3,3
"181","req203","uc3",3,"description",TRUE,"title; main scenario; revision history; extensions; postconditions; level; assumptions; actor","Business Requirements","(no level)",TRUE,TRUE,0.843560449313372,8,7,0,1,0,TRUE,TRUE,TRUE,0,0,0,0,11,3,7
"182","req204","uc1",2,"description",TRUE,"title; main scenario; actor; extensions; preconditions; solution hints; level","Business Requirements","(no level)",TRUE,TRUE,0.774875358911231,6,4,2,0,1,TRUE,TRUE,TRUE,1,1,1,0,7,6,4
"183","req206","uc1",2,"description",TRUE,"title; main scenario; preconditions; limitations; actor; additional information; dependencies; postconditions; level","default","System",TRUE,FALSE,0.252589150331914,10,8,2,1,1,TRUE,TRUE,TRUE,1,1,0,0,13,2,10
"184","req206","uc2",2,"description",TRUE,"title; main scenario; preconditions; limitations; actor; additional information; dependencies; postconditions; level","Business Requirements","System",TRUE,TRUE,0.00798722985200584,3,2,1,1,0,TRUE,TRUE,TRUE,0,1,1,0,3,2,2
"185","req207","uc1",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","req207","uc2",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","req207","uc3",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","req208","uc1",2,"description",TRUE,"title; main scenario; actor; extensions; revision history; postconditions; additional information","Business Requirements","Business",TRUE,TRUE,0.562713515013456,9,6,1,1,0,TRUE,TRUE,TRUE,2,2,1,0,10,4,6
"189","req209","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","req209","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","req21","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","req21","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","req21","uc3",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","req21","uc4",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","req21","uc5",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","req210","uc1",1,"description",TRUE,"title; main scenario; postconditions; limitations; level; extensions","Business Background","Business",TRUE,TRUE,0.391480045160279,6,5,0,0,1,TRUE,TRUE,TRUE,0,0,0,0,8,3,7
"197","req210","uc2",1,"description",TRUE,"title; main scenario; postconditions; limitations; level; extensions","Solution Proposal","Business",TRUE,TRUE,0.274108557030559,3,0,0,0,0,TRUE,TRUE,TRUE,0,0,0,0,3,1,2
"198","req211","uc1",3,"description",TRUE,"title; main scenario; limitations; solution hints; postconditions; extensions; actor; dependencies; assumptions","default","Business",TRUE,FALSE,0.00969037064351141,10,9,1,1,0,TRUE,TRUE,TRUE,3,1,0,0,8,1,5
"199","req211","uc2",3,"description",TRUE,"title; main scenario; limitations; solution hints; postconditions; extensions; actor; dependencies; assumptions","Business Background","(no level)",TRUE,TRUE,0.782866685651243,6,6,1,2,0,TRUE,TRUE,TRUE,0,1,1,0,8,6,6
"200","req212","uc1",1,"description",TRUE,"title; main scenario; limitations; assumptions; dependencies; solution hints","Solution Proposal","Business",FALSE,TRUE,0.632950720377266,5,4,2,1,2,TRUE,TRUE,TRUE,3,3,1,0,5,2,3
"201","req212","uc2",1,"description",TRUE,"title; main scenario; limitations; assumptions; dependencies; solution hints","Business Background","User",TRUE,TRUE,0.564445613883436,7,6,0,2,1,TRUE,TRUE,TRUE,1,1,1,1,10,5,8
"202","req214","uc1",2,"description",TRUE,"title; main scenario; limitations; solution hints; postconditions; preconditions; dependencies; additional information","Solution Proposal","System",TRUE,TRUE,0.251568838953972,6,5,2,2,1,TRUE,TRUE,TRUE,0,2,2,1,9,3,8
"203","req215","uc1",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","req215","uc2",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","req216","uc1",3,"description",TRUE,"title; main scenario; dependencies; revision history; assumptions; preconditions; limitations","Business Background","System",TRUE,TRUE,0.0117576501797885,7,6,0,1,1,TRUE,TRUE,TRUE,0,0,0,0,11,2,6
"206","req216","uc2",3,"description",TRUE,"title; main scenario; dependencies; revision history; assumptions; preconditions; limitations","Business Requirements","System",TRUE,TRUE,0.863400517497212,8,5,0,3,0,TRUE,TRUE,TRUE,2,1,0,0,8,1,3
"207","req216","uc3",3,"description",TRUE,"title; main scenario; dependencies; revision history; assumptions; preconditions; limitations","Business Requirements","System",TRUE,TRUE,0.786673262016848,8,7,0,4,1,TRUE,TRUE,TRUE,1,2,1,1,8,5,2
"208","req217","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","req218","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","req218","uc2",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","req218","uc3",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","req219","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","req219","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","req219","uc3",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","req22","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","req220","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","req221","uc1",2,"description",TRUE,"title; main scenario; solution hints; dependencies; preconditions","Business Requirements","System",TRUE,FALSE,0.312425678595901,6,6,1,1,0,TRUE,FALSE,TRUE,0,0,0,0,8,2,3
"218","req221","uc2",2,"description",TRUE,"title; main scenario; solution hints; dependencies; preconditions","Solution Proposal","Business",TRUE,TRUE,0.407219772459939,7,6,5,5,1,TRUE,TRUE,TRUE,1,0,0,0,10,2,5
"219","req222","uc1",1,"description",TRUE,"title; main scenario; preconditions; level; extensions; postconditions; revision history; actor","Solution Proposal","(no level)",TRUE,TRUE,0.79986855504103,7,7,4,2,1,TRUE,TRUE,TRUE,1,1,0,0,9,0,5
"220","req222","uc2",1,"description",TRUE,"title; main scenario; preconditions; level; extensions; postconditions; revision history; actor","Business Background","(no level)",TRUE,TRUE,0.691651982488111,8,7,2,2,0,TRUE,TRUE,TRUE,2,0,0,0,14,4,8
"221","req222","uc3",1,"description",TRUE,"title; main scenario; preconditions; level; extensions; postconditions; revision history; actor","default","Business",TRUE,TRUE,0.152299784123898,5,2,0,1,0,TRUE,TRUE,TRUE,0,2,1,0,6,2,4
"222","req222","uc4",1,"description",TRUE,"title; main scenario; preconditions; level; extensions; postconditions; revision history; actor","default","System",TRUE,TRUE,0.344248861540109,6,5,1,1,0,TRUE,TRUE,TRUE,1,0,0,0,6,2,2
"223","req223","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","req223","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","req224","uc1",2,"description",TRUE,"title; main scenario; actor; level; solution hints; revision history; preconditions; additional information","Business Background","(no level)",TRUE,TRUE,0.745430392911658,8,5,0,1,2,TRUE,TRUE,TRUE,1,1,1,1,10,6,5
"226","req224","uc2",2,"description",TRUE,"title; main scenario; actor; level; solution hints; revision history; preconditions; additional information","Business Requirements","User",TRUE,TRUE,0.470652852673084,5,5,1,0,0,TRUE,TRUE,TRUE,1,0,0,0,7,2,4
"227","req225","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","req226","uc1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","req226","uc2",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","req227","uc1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","req227","uc2",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","req228","uc1",1,"description",TRUE,"title; main scenario; solution hints; actor; additional information","default","System",TRUE,TRUE,0.969555046642199,7,4,1,0,0,TRUE,TRUE,TRUE,1,2,2,2,9,6,3
"233","req229","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","req23","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","req230","uc1",1,"description",TRUE,"title; main scenario; revision history; additional information; actor","Business Background","System",TRUE,TRUE,0.57705745450221,5,4,0,1,0,TRUE,FALSE,TRUE,1,0,0,0,6,1,1
"236","req230","uc2",1,"description",TRUE,"title; main scenario; revision history; additional information; actor","Solution Proposal","(no level)",TRUE,TRUE,0.460775594925508,7,5,3,0,1,TRUE,TRUE,TRUE,0,0,0,0,11,2,7
"237","req231","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","req232","uc1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","req233","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","req233","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","req233","uc3",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","req234","uc1",2,"description",TRUE,"title; main scenario; preconditions; extensions; dependencies; level; actor; solution hints","Business Requirements","System",TRUE,TRUE,0.126424229936674,6,6,0,3,1,TRUE,TRUE,TRUE,0,0,0,0,8,4,8
"243","req237","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","req237","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","req237","uc3",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","req238","uc1",2,"description",TRUE,"title; main scenario; dependencies; extensions; postconditions; assumptions; preconditions; revision history","default","Business",TRUE,TRUE,0.1307283192873,6,6,1,0,0,TRUE,TRUE,TRUE,0,1,1,0,5,1,3
"247","req239","uc1",3,"description",TRUE,"title; main scenario; postconditions; dependencies; additional information; extensions","default","System",TRUE,TRUE,0.50493233371526,8,6,0,0,0,TRUE,TRUE,TRUE,0,1,1,0,7,3,2
"248","req24","uc1",3,"description",TRUE,"title; main scenario; solution hints; dependencies; limitations; preconditions; extensions; postconditions; revision history; additional information","default","Business",TRUE,TRUE,0.0983840401750058,7,6,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,6,3,3
"249","req24","uc2",3,"description",TRUE,"title; main scenario; solution hints; dependencies; limitations; preconditions; extensions; postconditions; revision history; additional information","default","Business",TRUE,TRUE,0.056186560774222,8,5,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,8,1,7
"250","req24","uc3",3,"description",TRUE,"title; main scenario; solution hints; dependencies; limitations; preconditions; extensions; postconditions; revision history; additional information","Business Background","Business",TRUE,TRUE,0.051873701158911,11,10,1,0,1,TRUE,TRUE,TRUE,2,0,0,0,12,2,7
"251","req240","uc1",2,"description",TRUE,"title; main scenario; solution hints; actor; revision history; preconditions; level","Solution Proposal","Business",TRUE,TRUE,0.0900122155435383,6,4,2,0,3,TRUE,TRUE,TRUE,2,1,1,0,10,4,5
"252","req240","uc2",2,"description",TRUE,"title; main scenario; solution hints; actor; revision history; preconditions; level","Business Requirements","(no level)",TRUE,TRUE,0.263797590509057,8,7,1,2,0,TRUE,TRUE,TRUE,2,2,1,0,9,1,5
"253","req241","uc1",2,"description",TRUE,"title; main scenario; revision history; postconditions; solution hints; actor; dependencies","default","Business",TRUE,TRUE,0.973108052741736,11,10,1,3,2,TRUE,TRUE,TRUE,0,1,0,0,11,1,8
"254","req241","uc2",2,"description",TRUE,"title; main scenario; revision history; postconditions; solution hints; actor; dependencies","Solution Proposal","System",TRUE,TRUE,0.489038661820814,2,1,0,0,0,TRUE,TRUE,TRUE,1,0,0,0,3,1,2
"255","req242","uc1",2,"description",FALSE,"title; main scenario; solution hints; dependencies; limitations; extensions; level; preconditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","req242","uc2",2,"description",FALSE,"title; main scenario; solution hints; dependencies; limitations; extensions; level; preconditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","req243","uc1",1,"description",TRUE,"title; main scenario; solution hints; extensions; revision history; limitations; postconditions","default","Business",TRUE,TRUE,0.307402237784117,7,7,0,0,0,TRUE,TRUE,TRUE,0,2,1,0,6,4,6
"258","req246","uc1",2,"description",TRUE,"title; main scenario; revision history","Business Requirements","System",TRUE,TRUE,0.722079851897433,5,5,1,1,1,FALSE,TRUE,TRUE,0,1,0,0,6,1,4
"259","req246","uc2",2,"description",TRUE,"title; main scenario; revision history","default","Business",TRUE,TRUE,0.896508031059057,7,6,0,4,0,TRUE,TRUE,TRUE,1,1,1,0,8,1,6
"260","req248","uc1",3,"description",TRUE,"title; main scenario; limitations; postconditions; level; extensions; revision history; solution hints","Business Background","System",TRUE,TRUE,0.555078257573768,9,9,0,2,0,TRUE,TRUE,TRUE,2,2,1,1,9,5,4
"261","req249","uc1",1,"description",TRUE,"title; main scenario; solution hints; preconditions; extensions; level; postconditions; dependencies","Solution Proposal","User",TRUE,TRUE,0.721497491700575,3,1,0,0,0,TRUE,TRUE,TRUE,0,1,1,1,5,3,2
"262","req249","uc2",1,"description",TRUE,"title; main scenario; solution hints; preconditions; extensions; level; postconditions; dependencies","Business Requirements","Business",TRUE,TRUE,0.054309957427904,6,6,0,1,0,FALSE,TRUE,TRUE,1,1,1,0,6,4,4
